session,conf,label,edge_id,move_name,basis,links_to_extracted,links_to_name,from_idx,from_speaker,from_timestamp,from_chunk,to_idx,to_speaker,to_timestamp,to_chunk,is_self_link,is_cross_chunk,from_evidence,from_explanation,to_evidence
2021_09_30_MZT_S5,2021MZT,MZT_S5,47,synthesizes_contributions,on_table_idea,False,,97,Matt Erdman,01:55-02:20,B5_2021_09_30_12_57_07_chunk6.json,7,Ana Bento,02:44-03:09,B5_2021_09_30_12_57_07_chunk1.json,False,True,"There seems to be lots of examples of gaps in data sets. Um, whether that be host markers or whatever it may be",Matt synthesizes a recurring theme from the discussion regarding data gaps.,when we think about spillovers because that happens every day. Spillovers happen into these dead end hosts
2021_09_30_MZT_S5,2021MZT,MZT_S5,48,synthesizes_contributions,on_table_idea,False,,99,Nicole Eikmeier,02:26-02:56,B5_2021_09_30_12_57_07_chunk6.json,61,Pilar Fernandez,08:43-10:00,B5_2021_09_30_12_57_07_chunk4.json,False,True,"how can we develop cheap technology, whether it's tests for humans or animals or, um, on site where we think there's risk.","Nicole synthesizes the discussion around the need for accessible, on-site diagnostic technology.","we're always focusing about human disease. But do we just want to care about that or do we really want to approach like more sustainable health in general going back to what Matt said originally about the things coming together, that you have to have the pathogen, the host in the same time and space"
2021_09_30_MZT_S5,2021MZT,MZT_S5,49,synthesizes_contributions,on_table_idea,False,,101,Troy Clavell Sutton,03:19-03:29,B5_2021_09_30_12_57_07_chunk6.json,8,Matt Hopken,03:09-03:36,B5_2021_09_30_12_57_07_chunk1.json,False,True,identifying commonalities between vector species and humans as ways of assessing risk or targeting strategies.,Troy synthesizes his earlier point about comparing species to assess risk.,"another component of a transmission chain is um opportunity which susceptibility plays into that, but also the overlapping of the pathogen, vector, and host in both space and time."
2021_09_30_MZT_S5,2021MZT,MZT_S5,50,synthesizes_contributions,on_table_idea,False,,102,Pilar Fernandez,03:30-03:40,B5_2021_09_30_12_57_07_chunk6.json,33,Hongfu Liu,09:44-10:00,B5_2021_09_30_12_57_07_chunk2.json,False,True,how do we scale up from the different systems into something that we can actually generalize across pathogens.,Pilar synthesizes the discussion around scaling and generalizing models.,we are also interested to know what kind of other species...
2021_09_30_MZT_S5,2021MZT,MZT_S5,51,extends_existing_idea,named_speaker,True,Pilar Fernandez,104,Matt Erdman,03:46-03:55,B5_2021_09_30_12_57_07_chunk6.json,102,Pilar Fernandez,03:30-03:40,B5_2021_09_30_12_57_07_chunk6.json,False,False,"Further development of risk assessment in general? Risk assessment modeling, data analysis.",Matt helps clarify and extend Pilar's point into a concise bullet point.,how do we scale up from the different systems into something that we can actually generalize across pathogens.
2021_09_30_MZT_S5,2021MZT,MZT_S5,52,synthesizes_contributions,on_table_idea,False,,108,Matt Erdman,04:55-05:23,B5_2021_09_30_12_57_07_chunk6.json,61,Pilar Fernandez,08:43-10:00,B5_2021_09_30_12_57_07_chunk4.json,False,True,point of care sequencing I would say falls under the umbrella of continued evolutions of diagnostics.,Matt synthesizes the discussion on diagnostics into a clear summary point.,"we're always focusing about human disease. But do we just want to care about that or do we really want to approach like more sustainable health in general going back to what Matt said originally about the things coming together, that you have to have the pathogen, the host in the same time and space"
2021_09_30_MZT_S5,2021MZT,MZT_S5,53,extends_existing_idea,on_table_idea,False,,109,Pilar Fernandez,05:24-05:35,B5_2021_09_30_12_57_07_chunk6.json,108,Matt Erdman,04:55-05:23,B5_2021_09_30_12_57_07_chunk6.json,False,False,"that also goes with trying to make it accessible in terms of money, like how expensive these things might be.",Pilar adds the dimension of cost accessibility to the point about diagnostics.,point of care sequencing I would say falls under the umbrella of continued evolutions of diagnostics.
2022_04_07_MND_S5,2022MND,MND_S5,0,synthesizes_contributions,on_table_idea,False,,25,Rosa Krajmalnik-Brown,06:44-07:07,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,23,Rosa Krajmalnik-Brown,05:48-06:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,True,False,"we have people that are focused on the chemicals, organoids, the gut, the brain, immunology.",Summarizes the diverse expertise present in the group based on the introductions.,Barriers affecting the gut-brain axis. That's the topic... Are permeability changes linked or correlated?
2022_04_07_MND_S5,2022MND,MND_S5,1,extends_existing_idea,nearest_prior,False,,29,Iliyan Iliev,00:00-00:29,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,25,Rosa Krajmalnik-Brown,06:44-07:07,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,False,True,how big molecules can go depending on your genetic defect.,He extends the discussion of barrier leakiness by introducing genetic defects and molecule size as factors.,"we have people that are focused on the chemicals, organoids, the gut, the brain, immunology."
2022_04_07_MND_S5,2022MND,MND_S5,2,critiques_or_challenges,on_table_idea,False,,30,Erin Longbrake,00:29-00:49,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,29,Iliyan Iliev,00:00-00:29,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,False,"Would the molecule need to be appropriately sized though? I mean, in a sense, if you have inflammatory mediators... they could impact the endothelium and create leakiness","Erin challenges the assumption that molecule size is the primary constraint, suggesting inflammatory mediators can cause leakiness independently.",how big molecules can go depending on your genetic defect.
2022_04_07_MND_S5,2022MND,MND_S5,3,connects_methods,named_speaker,True,Iliyan Iliev,38,Andrew Feig,03:05-03:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,29,Iliyan Iliev,00:00-00:29,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,False,so that would allow you to at least isolate that barrier separate from the intestinal barrier.,Connects the ultrasound method to Iliyan's biological problem of isolating the two barriers.,how big molecules can go depending on your genetic defect.
2022_04_07_MND_S5,2022MND,MND_S5,4,redirects_idea,on_table_idea,False,,40,Rosa Krajmalnik-Brown,04:24-04:50,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,23,Rosa Krajmalnik-Brown,05:48-06:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,True,True,the brain barrier for me also it's distant... but I feel that the gut permeability is still a very important question that it's not completely resolved either.,"Rosa redirects the focus back to the gut barrier, suggesting it is still an important unresolved question.",Barriers affecting the gut-brain axis. That's the topic... Are permeability changes linked or correlated?
2022_04_07_MND_S5,2022MND,MND_S5,5,synthesizes_contributions,on_table_idea,False,,41,Iliyan Iliev,04:50-06:11,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,38,Andrew Feig,03:05-03:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,False,So how to put all those factors together and then come up with the trigger and model that in order to get to the right model finally.,"He synthesizes the various factors discussed (genetics, triggers, barriers) into a need for a comprehensive model.",so that would allow you to at least isolate that barrier separate from the intestinal barrier.
2022_04_07_MND_S5,2022MND,MND_S5,6,extends_existing_idea,on_table_idea,False,,45,Melanie Gareau,08:41-09:53,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,38,Andrew Feig,03:05-03:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,False,whether things get in through permeability and then a second hit like stress is the one that breaks the central barrier for example,She extends the idea of triggers by proposing a 'two-hit' model involving stress breaking the central barrier.,so that would allow you to at least isolate that barrier separate from the intestinal barrier.
2022_04_07_MND_S5,2022MND,MND_S5,7,extends_existing_idea,nearest_prior,False,,49,Faranak Fattahi,01:49-02:04,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,45,Melanie Gareau,08:41-09:53,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,True,like they could be directly secreted by them or expression of those proteins in the host could be altered by factors from the microbiome?,She builds on his idea by suggesting specific ways the microbiome might affect the components.,whether things get in through permeability and then a second hit like stress is the one that breaks the central barrier for example
2022_04_07_MND_S5,2022MND,MND_S5,8,redirects_idea,on_table_idea,False,,50,Tom Mansell,02:05-02:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,23,Rosa Krajmalnik-Brown,05:48-06:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,False,True,I'm really thinking more about the physical makeup of the barrier and is there a you know a nutrient-linked is there something there that's nutrient-linked where a bacterium is providing or taking away an essential building block of the barrier,Tom steers the conversation back to his specific focus on the physical makeup rather than just gene expression.,Barriers affecting the gut-brain axis. That's the topic... Are permeability changes linked or correlated?
2022_04_07_MND_S5,2022MND,MND_S5,9,extends_existing_idea,on_table_idea,False,,54,Erin Longbrake,03:41-03:52,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,45,Melanie Gareau,08:41-09:53,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,True,something that seems like could be a question that could be studied in an in vitro model system.,Erin builds on the screening idea by suggesting it is amenable to in vitro modeling.,whether things get in through permeability and then a second hit like stress is the one that breaks the central barrier for example
2022_04_07_MND_S5,2022MND,MND_S5,10,extends_existing_idea,named_speaker,True,Dave Durgan,60,Rosa Krajmalnik-Brown,04:47-04:54,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,59,Dave Durgan,04:20-04:46,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,False,False,proteases and fungi because that might be important also.,She connects Dave's point about proteases to Iliyan's work on fungi.,"active things like proteases, like gingipains and things that can... break down the epithelium as well as the endothelial barrier"
2022_04_07_MND_S5,2022MND,MND_S5,11,raises_concern,on_table_idea,False,,61,Iliyan Iliev,04:55-06:43,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,45,Melanie Gareau,08:41-09:53,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,True,those two different levels of complication a bit mess up the screening approaches because if you start looking at tight junctions you can set up an in vitro platform... With the caveat you don't have immune system then,He points out the methodological challenges of screening for these mechanisms in vitro.,whether things get in through permeability and then a second hit like stress is the one that breaks the central barrier for example
2022_04_07_MND_S5,2022MND,MND_S5,12,synthesizes_contributions,on_table_idea,False,,62,Erin Longbrake,06:44-07:33,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,40,Rosa Krajmalnik-Brown,04:24-04:50,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk2.json,False,True,it sounds plausible that certain microbes either make small metabolites that impact the barrier or make proteases... But certainly microbes also impact immune cells one question could be whether it's a direct effect of microbes and microbial products or whether the immune cells serve as a mediator.,"Erin summarizes the different mechanisms discussed so far (metabolites, proteases, immune cells).",the brain barrier for me also it's distant... but I feel that the gut permeability is still a very important question that it's not completely resolved either.
2022_04_07_MND_S5,2022MND,MND_S5,13,extends_existing_idea,named_speaker,True,Erin Longbrake,63,Iliyan Iliev,07:34-08:00,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,62,Erin Longbrake,06:44-07:33,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,False,False,"And there is one more component actually, toxins.",Iliyan adds another mechanism (toxins) to the list Erin just synthesized.,it sounds plausible that certain microbes either make small metabolites that impact the barrier or make proteases... But certainly microbes also impact immune cells one question could be whether it's a direct effect of microbes and microbial products or whether the immune cells serve as a mediator.
2022_04_07_MND_S5,2022MND,MND_S5,14,extends_existing_idea,named_speaker,True,Erin Longbrake,66,Dave Durgan,09:52-10:00,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,62,Erin Longbrake,06:44-07:33,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,False,False,Erin's comment on the link via the immune system kind of brought something to mind.,Dave explicitly builds on Erin's earlier point about the immune system.,it sounds plausible that certain microbes either make small metabolites that impact the barrier or make proteases... But certainly microbes also impact immune cells one question could be whether it's a direct effect of microbes and microbial products or whether the immune cells serve as a mediator.
2022_04_07_MND_S5,2022MND,MND_S5,15,extends_existing_idea,on_table_idea,False,,67,Dave Durgan,00:00-01:15,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,23,Rosa Krajmalnik-Brown,05:48-06:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,False,True,it's in the benefit of the organism to if something gets across the epithelial barrier to also be able to recognize that at the brain,He builds on the previous discussion of barrier permeability by introducing a co-evolutionary idea about immune recognition.,Barriers affecting the gut-brain axis. That's the topic... Are permeability changes linked or correlated?
2022_04_07_MND_S5,2022MND,MND_S5,16,extends_existing_idea,named_speaker,True,Faranak Fattahi,74,Tom Mansell,04:38-06:28,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,72,Faranak Fattahi,03:30-04:28,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,False,even lower than the sort of organic metabolite level is like what's the ion composition there and is that something that could provide as Faranak said a more mechanistic understanding,He connects his knowledge of ions to Faranak's call for mechanistic understanding of barrier permeability.,are we in the phase where we should be screening for a larger set of molecules or metabolites or factors that could be coming from the microbiome.
2022_04_07_MND_S5,2022MND,MND_S5,17,extends_existing_idea,on_table_idea,False,,82,Tom Mansell,07:38-08:10,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,23,Rosa Krajmalnik-Brown,05:48-06:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,False,True,studies that models that involved soluble or insoluble chelators like EDTA right is a thing that's in food right and it preserves food by chelating ions. Is that something that could be linked to changes in gut permeability,"Tom extends his idea by proposing a specific, testable link between dietary chelators (EDTA) and gut permeability.",Barriers affecting the gut-brain axis. That's the topic... Are permeability changes linked or correlated?
2022_04_07_MND_S5,2022MND,MND_S5,18,raises_concern,named_speaker,True,Tom Mansell,83,Iliyan Iliev,08:10-08:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,82,Tom Mansell,07:38-08:10,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,False,"there is a co-founder effect here, right? Because the bacteria and the fungi that have actually siderophores and are very well adapted to expand very quickly, they're the one also that produce the toxins.","Iliyan points out a confounding variable in Tom's idea, noting that organisms with siderophores also produce toxins.",studies that models that involved soluble or insoluble chelators like EDTA right is a thing that's in food right and it preserves food by chelating ions. Is that something that could be linked to changes in gut permeability
2022_04_07_MND_S5,2022MND,MND_S5,19,synthesizes_contributions,named_speaker,True,Faranak Fattahi,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,72,Faranak Fattahi,03:30-04:28,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,False,"So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen","Erin brings the conversation back to Faranak's earlier question about models, synthesizing the recent discussion into a concrete proposal.",are we in the phase where we should be screening for a larger set of molecules or metabolites or factors that could be coming from the microbiome.
2022_04_07_MND_S5,2022MND,MND_S5,20,extends_existing_idea,named_speaker,True,Erin Longbrake,87,Faranak Fattahi,09:39-10:00,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,False,focus on a just general phenotype of barrier permeability and integrity of the epithelial barrier and just look to just isolate any sort of supernatant or bacterial species that impact that barrier,"Faranak builds on Erin's synthesis, detailing how the screening model would focus on the general phenotype of barrier integrity.","So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen"
2022_04_07_MND_S5,2022MND,MND_S5,21,extends_existing_idea,on_table_idea,False,,88,Faranak Fattahi,00:00-00:28,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,True,You can have a very simple model with just the epithelium or like more complex models of gut organoids.,She builds on the previous discussion of in vitro screening by detailing specific types of models.,"So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen"
2022_04_07_MND_S5,2022MND,MND_S5,22,extends_existing_idea,named_speaker,True,Rosa Krajmalnik-Brown,90,Faranak Fattahi,00:48-01:16,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,89,Rosa Krajmalnik-Brown,00:28-00:48,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,False,False,"are there ways that microbes could trigger higher production of mucus or is that like, you know, worse for their own survival?",She builds on Rosa's introduction of mucus by hypothesizing about microbial manipulation of mucus production.,"about mucus and the mucosal, you know, membrane because that's important too."
2022_04_07_MND_S5,2022MND,MND_S5,23,combines_ideas,on_table_idea,False,,98,Erin Longbrake,02:53-03:42,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,True,True,have that kind of a technological probe that samples mucosal... that then you could do sequencing on and kind of target your in vitro screening models to the bugs that you now know are stuck to the mucosa.,Erin combines the idea of an ingestible engineering probe with their previously discussed in vitro screening model.,"So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen"
2022_04_07_MND_S5,2022MND,MND_S5,24,critiques_or_challenges,named_speaker,True,Erin Longbrake,99,Iliyan Iliev,03:42-04:57,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,98,Erin Longbrake,02:53-03:42,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,False,False,"If you go with a probe, it's not gonna go in the mucosa and sample clean because it will go goes after that in the fecal material.",Iliyan points out a practical limitation of Erin's proposed ingestible probe in human subjects.,have that kind of a technological probe that samples mucosal... that then you could do sequencing on and kind of target your in vitro screening models to the bugs that you now know are stuck to the mucosa.
2022_04_07_MND_S5,2022MND,MND_S5,25,extends_existing_idea,named_speaker,True,Tom Mansell,101,Iliyan Iliev,06:40-07:04,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,100,Tom Mansell,04:57-06:40,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,False,False,"it will be very cool if you can develop a click chemistry that actually the human cell is producing half of the azide, right? And then you add the probe.",Iliyan builds on Tom's click chemistry idea by suggesting it be engineered into the host cells rather than just fed to bacteria.,it's possible that you could synthesize an one of those moieties with a click um substrate on it... you could then click on a fluorescent probe
2022_04_07_MND_S5,2022MND,MND_S5,26,critiques_or_challenges,named_speaker,True,Iliyan Iliev,102,Tom Mansell,07:04-07:07,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,101,Iliyan Iliev,06:40-07:04,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,False,False,"Oh, that's that chemistry sounds pretty hard to do in vivo.",Tom points out the significant technical difficulty of Iliyan's proposed extension.,"it will be very cool if you can develop a click chemistry that actually the human cell is producing half of the azide, right? And then you add the probe."
2022_04_07_MND_S5,2022MND,MND_S5,27,extends_existing_idea,named_speaker,True,Tom Mansell,103,Iliyan Iliev,07:07-07:24,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,102,Tom Mansell,07:04-07:07,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk5.json,False,False,Or maybe you can if you go by feeding.,He pivots back to Tom's original idea of feeding the substrate as a more feasible alternative.,"Oh, that's that chemistry sounds pretty hard to do in vivo."
2022_04_07_MND_S5,2022MND,MND_S5,28,raises_concern,on_table_idea,False,,112,Melanie Gareau,00:00-01:09,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,True,it's the throughput problem. So you really need to know what you're... you have to narrow it down before you set it up.,She highlights the low throughput of the method as a significant limitation for exploratory screening.,"So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen"
2022_04_07_MND_S5,2022MND,MND_S5,29,synthesizes_contributions,named_speaker,True,Melanie Gareau,120,Rosa Krajmalnik-Brown,03:43-04:18,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,112,Melanie Gareau,00:00-01:09,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,False,False,"what I'm hearing from you Melanie is that these are great to test specific hypotheses, which is what you do with a lower throughput system. people that think about higher throughput system is more to do stuff that I would say it's maybe more exploratory... to generate hypotheses",Rosa synthesizes Melanie's points about the utility of the Ussing chambers.,it's the throughput problem. So you really need to know what you're... you have to narrow it down before you set it up.
2022_04_07_MND_S5,2022MND,MND_S5,30,returns_to_earlier_idea,nearest_prior,False,,131,Rosa Krajmalnik-Brown,05:25-05:29,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,120,Rosa Krajmalnik-Brown,03:43-04:18,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,True,False,"We didn't talk about if they're linked or correlated, but that's fine.",Rosa notes a part of the prompt they didn't cover extensively.,"what I'm hearing from you Melanie is that these are great to test specific hypotheses, which is what you do with a lower throughput system. people that think about higher throughput system is more to do stuff that I would say it's maybe more exploratory... to generate hypotheses"
2022_04_07_MND_S5,2022MND,MND_S5,31,synthesizes_contributions,on_table_idea,False,,132,Erin Longbrake,05:29-07:09,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,62,Erin Longbrake,06:44-07:33,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk3.json,True,True,"there was a fair amount of discussion about the various pieces of things that could be impactful and direct versus indirect effects of gut microbes, soluble metabolites, proteases, effects on immune cells... two different barrier functions... multi-hit hypothesis",Erin provides a comprehensive synthesis of the group's divergent brainstorming into structured themes.,it sounds plausible that certain microbes either make small metabolites that impact the barrier or make proteases... But certainly microbes also impact immune cells one question could be whether it's a direct effect of microbes and microbial products or whether the immune cells serve as a mediator.
2022_04_07_MND_S5,2022MND,MND_S5,32,synthesizes_contributions,on_table_idea,False,,134,Erin Longbrake,07:15-08:24,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,True,True,"discussion about model systems and we didn't have a good answer for a high throughput screening system, but it seemed like that was what would be needed to tease it out... and then iteratively more complicated methods","Erin continues synthesizing, capturing the group's consensus on the need for tiered methodological approaches.","So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen"
2022_04_07_MND_S5,2022MND,MND_S5,33,synthesizes_contributions,nearest_prior,False,,138,Erin Longbrake,08:40-09:10,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,134,Erin Longbrake,07:15-08:24,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,True,False,Then I just have to recapitulate it again. Hold on.,Erin prepares to re-state or re-format the notes into the correct slide.,"discussion about model systems and we didn't have a good answer for a high throughput screening system, but it seemed like that was what would be needed to tease it out... and then iteratively more complicated methods"
2022_04_07_MND_S5,2022MND,MND_S5,34,synthesizes_contributions,on_table_idea,False,,139,Rosa Krajmalnik-Brown,09:10-09:46,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,23,Rosa Krajmalnik-Brown,05:48-06:41,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk1.json,True,True,We spoke a little bit about the blood-brain barrier in the beginning. Not too much. We focused more on the gut.,Rosa adds a meta-commentary on the balance of their discussion to ensure the summary is accurate.,Barriers affecting the gut-brain axis. That's the topic... Are permeability changes linked or correlated?
2022_04_07_MND_S5,2022MND,MND_S5,35,returns_to_earlier_idea,nearest_prior,False,,141,Rosa Krajmalnik-Brown,09:56-10:00,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,139,Rosa Krajmalnik-Brown,09:10-09:46,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk6.json,True,False,The immune system also was mentioned as one of the...,Rosa ensures a key component (immune system) is included in the final summary.,We spoke a little bit about the blood-brain barrier in the beginning. Not too much. We focused more on the gut.
2022_04_07_MND_S5,2022MND,MND_S5,36,extends_existing_idea,on_table_idea,False,,146,Rosa Krajmalnik-Brown,01:00-01:30,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk7.json,86,Erin Longbrake,08:46-09:39,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk4.json,False,True,maybe we can also add a bullet point of there are some lower throughput screening methods,Rosa suggests adding a specific point to the slide about lower throughput methods.,"So to go back to Faranak's question, like what would be a model system to figure out if and how bacteria microbes impact let's just stick with the gut epithelial barrier this seems like an iterative screening process where you have a model system and you iteratively just screen"
2022_04_07_MND_S5,2022MND,MND_S5,37,critiques_or_challenges,named_speaker,True,Rosa Krajmalnik-Brown,167,Iliyan Iliev,07:45-07:48,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk7.json,146,Rosa Krajmalnik-Brown,01:00-01:30,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk7.json,False,False,"But because you had the results of the open label, right? That wouldn't have happened without the results","Iliyan challenges the generalizability of Rosa's example, noting it required prior data.",maybe we can also add a bullet point of there are some lower throughput screening methods
2022_04_07_MND_S5,2022MND,MND_S5,38,raises_concern,nearest_prior,False,,169,Iliyan Iliev,08:09-08:22,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk7.json,167,Iliyan Iliev,07:45-07:48,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk7.json,True,False,And also like the institution will not like that because there is no... anything that you bring to the institution,Iliyan raises a logistical concern about institutional overhead for crowdfunded money.,"But because you had the results of the open label, right? That wouldn't have happened without the results"
2022_04_07_MND_S5,2022MND,MND_S5,39,returns_to_earlier_idea,nearest_prior,False,,183,Rosa Krajmalnik-Brown,00:27-00:49,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk8.json,169,Iliyan Iliev,08:09-08:22,BotB4_2022_04_07_09_36_38_time_off_by_3hrs_(should_be_later)_chunk7.json,False,True,"I think, um, we mentioned fungi at some point, and I don't I don't see it anywhere.",Rosa reminds the group of a previously discussed topic that should be included.,And also like the institution will not like that because there is no... anything that you bring to the institution
