conf,session,speaker,move_name,names_anyone,names_other,named_person,rule_fired,explanation
2021NES,2021_11_04_NES_S3,Ellen B. Stechel,critiques_or_challenges,True,True,Jordi Cabana,named_speaker,"Ellen challenges Jordi's concern, reframing the complexity as an opportunity."
2021NES,2021_11_04_NES_S3,Fik Brushett,critiques_or_challenges,True,False,,nearest_prior,"Fik challenges the assumption that combining processes is inherently better, pointing out the drawbacks."
2021NES,2021_11_04_NES_S3,Adam Holewinski,extends_existing_idea,True,False,,on_table_idea,Adam applies the abstract discussion of unit operations to the specific example of CO2 capture and conversion.
2021NES,2021_11_04_NES_S3,Jordi Cabana,synthesizes_contributions,True,False,,on_table_idea,Jordi connects the recent comments directly to the meeting's prompt.
2021NES,2021_11_04_NES_S3,Jordi Cabana,redirects_idea,True,False,,nearest_prior,Jordi pushes the group to move from abstract critique to concrete starting points.
2021NES,2021_11_04_NES_S3,Praveen Bollini,raises_concern,True,False,,on_table_idea,Praveen expresses skepticism about the fundamental advantage of combining these specific steps.
2021NES,2021_11_04_NES_S3,Ellen B. Stechel,returns_to_earlier_idea,True,False,,on_table_idea,Ellen explicitly brings back a topic from earlier in the meeting that she felt was dropped.
2021NES,2021_11_04_NES_S3,Simona Liguori,synthesizes_contributions,True,False,,on_table_idea,Simona synthesizes the different scales of discussion that have occurred.
2021NES,2021_11_04_NES_S3,Simona Liguori,extends_existing_idea,True,False,,on_table_idea,Simona builds on the prior discussion of process intensification by sharing her specific approach.
2021NES,2021_11_04_NES_S3,Fik Brushett,synthesizes_contributions,True,False,,on_table_idea,Fik synthesizes the group's earlier discussion into a unifying theme about operating across different scales.
2021NES,2021_11_04_NES_S3,Fik Brushett,synthesizes_contributions,True,False,,nearest_prior,Fik begins to dictate a synthesized bullet point.
2021NES,2021_11_04_NES_S3,Fik Brushett,synthesizes_contributions,True,False,,on_table_idea,Fik refines the synthesized point for the slide.
2021NES,2021_11_04_NES_S3,Adam Holewinski,synthesizes_contributions,True,False,,on_table_idea,Adam synthesizes the thermodynamic framework they discussed earlier into a concise summary.
2021NES,2021_11_04_NES_S3,Adam Holewinski,synthesizes_contributions,True,False,,nearest_prior,Adam synthesizes the group's earlier discussion into a high-level takeaway about energy sources for the summary slide.
2021NES,2021_11_04_NES_S3,Adam Holewinski,extends_existing_idea,True,True,Eva Nichols,named_speaker,Adam builds on Eva's point by providing a specific technical reason why photocatalysis is uniquely constrained.
2021NES,2021_11_04_NES_S3,Adam Holewinski,returns_to_earlier_idea,True,True,Fik Brushett,named_speaker,Adam explicitly returns to Fik's earlier point about scale and modularity to ensure it is captured.
2021NES,2021_11_04_NES_S3,Jordi Cabana,synthesizes_contributions,True,False,,on_table_idea,Jordi synthesizes another key theme from the discussion to ensure it is included in the summary.
2021NES,2021_11_04_NES_S3,Jordi Cabana,synthesizes_contributions,True,False,,nearest_prior,Jordi provides a meta-summary of the group's discussion style.
2021NES,2021_11_04_NES_S4,Michael Nippe,raises_concern,False,False,,unresolved,Speaker brings up a past disagreement to highlight a potential issue with the current framing.
2021NES,2021_11_04_NES_S4,Emily Carter,resolves_contradiction,False,False,,nearest_prior,Speaker resolves the confusion about negative vs. zero emissions.
2021NES,2021_11_04_NES_S4,Gary Moore,critiques_or_challenges,False,False,,nearest_prior,Speaker challenges the premise of the prompt regarding 'knowing' reaction mechanisms.
2021NES,2021_11_04_NES_S4,Michael Nippe,extends_existing_idea,True,False,,nearest_prior,Michael continues the previous discussion about defining the mechanism in catalytic systems.
2021NES,2021_11_04_NES_S4,Shaama Sharada,extends_existing_idea,False,False,,nearest_prior,She expands the focus from just the active catalyst to include degradation pathways.
2021NES,2021_11_04_NES_S4,Ellen Matson,raises_concern,True,False,,on_table_idea,Ellen raises a critical question about identifying the true active species versus degradation products.
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,True,True,Zhou Lin,nearest_prior,Emily synthesizes Zhou's modeling challenge with the need for experimental observables.
2021NES,2021_11_04_NES_S4,Kelsey Hatzell,extends_existing_idea,False,False,,nearest_prior,Builds on the discussion by emphasizing the need for model systems to understand mechanisms.
2021NES,2021_11_04_NES_S4,Ashleigh Baber,extends_existing_idea,False,False,,nearest_prior,Extends the idea of model systems by suggesting pushing them to ambient pressures.
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,False,False,,on_table_idea,Extends the idea by specifying that the solid products should be economically useful.
2021NES,2021_11_04_NES_S4,Gary Moore,raises_concern,True,False,,on_table_idea,Gary raises a concern about whether producing fuels is truly carbon negative and questions the alternatives.
2021NES,2021_11_04_NES_S4,Gary Moore,extends_existing_idea,False,False,,on_table_idea,Adds the dimension of scale to the discussion of products.
2021NES,2021_11_04_NES_S4,Gary Moore,extends_existing_idea,True,False,,nearest_prior,Gary builds on the previous discussion about the complexity of the systems.
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,True,False,,on_table_idea,Emily agrees and expands on the idea of scaling and potential products.
2021NES,2021_11_04_NES_S4,Ashleigh Baber,extends_existing_idea,True,False,,nearest_prior,Ashleigh builds on the previous discussion about active sites.
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,True,True,Ellen Matson,named_speaker,Emily builds on Ellen's point by mentioning single atom catalysts and the challenge of moving beyond C1 products.
2021NES,2021_11_04_NES_S4,Shaama Sharada,connects_methods,False,False,,nearest_prior,She connects her computational methods to the complex experimental processes discussed by others.
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,False,False,,on_table_idea,She expands on why multiple descriptors are necessary.
2021NES,2021_11_04_NES_S4,Michael Nippe,raises_concern,False,False,,nearest_prior,He raises a concern about the scalability of current oxidation approaches.
2021NES,2021_11_04_NES_S4,Michael Nippe,critiques_or_challenges,True,False,,on_table_idea,Michael challenges the viability of water oxidation by noting the field's current limitations.
2021NES,2021_11_04_NES_S4,Michael Nippe,extends_existing_idea,True,False,,on_table_idea,Michael extends his idea of alternative oxidation reactions by suggesting sulfur as a specific substrate.
2021NES,2021_11_04_NES_S4,Emily Carter,critiques_or_challenges,True,True,Michael Nippe,named_speaker,She challenges Michael's push away from water by reiterating its value.
2021NES,2021_11_04_NES_S4,Michael Nippe,raises_concern,True,False,,on_table_idea,Michael raises a concern that water oxidation might not fit the specific focus of their current brainstorming.
2021NES,2021_11_04_NES_S4,Yuanyue Liu,connects_methods,False,False,,on_table_idea,"He connects the computational methods across different chemical systems, noting their transferability."
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,True,True,Yuanyue Liu,named_speaker,Emily builds on Yuanyue's point by adding the crucial condition of experimental validation.
2021NES,2021_11_04_NES_S4,Zhou Lin,extends_existing_idea,False,False,,on_table_idea,She extends the discussion on computational challenges by specifying the problem of sampling representative configurations.
2021NES,2021_11_04_NES_S4,Ellen Matson,extends_existing_idea,False,False,,on_table_idea,She extends the discussion by connecting these concepts to battery materials.
2021NES,2021_11_04_NES_S4,Ellen Matson,connects_methods,False,False,,nearest_prior,She explicitly connects how this phenomenon is viewed in molecular science versus materials science.
2021NES,2021_11_04_NES_S4,Gary Moore,extends_existing_idea,False,False,,on_table_idea,He connects his point to the broader theme of structure-function relationships discussed earlier.
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,False,False,,on_table_idea,She extends the idea by stating the ultimate goal of breaking these relationships.
2021NES,2021_11_04_NES_S4,Zhou Lin,raises_concern,False,False,,on_table_idea,She raises a concern about the difficulty of modeling systems when experimental conditions are not precisely known.
2021NES,2021_11_04_NES_S4,Kelsey Hatzell,extends_existing_idea,False,False,,nearest_prior,She extends the conversation from mechanism to transport and performance metrics.
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,False,False,,on_table_idea,She synthesizes the discussion by reiterating the need to deconstruct complex systems to understand them.
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,True,False,,nearest_prior,Emily summarizes the value of deconstructing the problem to gain information and then building back complexity.
2021NES,2021_11_04_NES_S4,Michael Nippe,returns_to_earlier_idea,True,False,,nearest_prior,Michael brings the conversation back to a previously discussed topic of CN products.
2021NES,2021_11_04_NES_S4,Michael Nippe,critiques_or_challenges,True,True,Emily Carter,named_speaker,"Michael challenges Emily's generalization, pointing out it might not hold for all catalysts."
2021NES,2021_11_04_NES_S4,Emily Carter,extends_existing_idea,True,True,Michael Nippe,named_speaker,"Emily builds on Michael's mention of tandem catalysis, connecting it to a broader question."
2021NES,2021_11_04_NES_S4,Michael Nippe,critiques_or_challenges,True,False,,nearest_prior,Michael playfully challenges the premise of the question.
2021NES,2021_11_04_NES_S4,Gary Moore,raises_concern,True,False,,nearest_prior,Gary points out a significant obstacle (catalyst poisoning) related to the proposed idea.
2021NES,2021_11_04_NES_S4,Ellen Matson,extends_existing_idea,True,True,Gary Moore,named_speaker,"Ellen adds to Gary's point, noting that separation from the input stream is also an issue."
2021NES,2021_11_04_NES_S4,Ellen Matson,raises_concern,True,False,,on_table_idea,"Ellen raises a concern about the input stream, specifically the presence of oxygen."
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,True,True,Zhou Lin,named_speaker,Emily briefly synthesizes Zhou's point as being about different electrolytes.
2021NES,2021_11_04_NES_S4,Ashleigh Baber,combines_ideas,True,False,,on_table_idea,Ashleigh combines the idea of DAC with thermocatalysis and using waste thermal energy.
2021NES,2021_11_04_NES_S4,Shaama Sharada,synthesizes_contributions,True,False,,on_table_idea,Shaama connects the discussion about dilute streams and competing species back to the need for multiple computational descriptors.
2021NES,2021_11_04_NES_S4,Shaama Sharada,returns_to_earlier_idea,True,False,,on_table_idea,Shaama brings back her earlier point about needing multiple descriptors.
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,False,False,,on_table_idea,She summarizes a key theme from their previous discussion.
2021NES,2021_11_04_NES_S4,Rob Coridan,synthesizes_contributions,True,False,,nearest_prior,Rob summarizes another major theme from the beginning of their conversation.
2021NES,2021_11_04_NES_S4,Rob Coridan,extends_existing_idea,False,False,,nearest_prior,He elaborates on the need for experimental approaches by specifying the goal of pinging mechanisms.
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,True,True,Rob Coridan,named_speaker,"She provides a concise, synthesized phrase for the bullet point Rob is drafting."
2021NES,2021_11_04_NES_S4,Yuanyue Liu,extends_existing_idea,False,False,,on_table_idea,He adds computational methods to the synthesized point about interfacial probes.
2021NES,2021_11_04_NES_S4,Emily Carter,critiques_or_challenges,False,False,,nearest_prior,Playfully challenges the equivalence of experimental and computational difficulty.
2021NES,2021_11_04_NES_S4,Rob Coridan,synthesizes_contributions,False,False,,on_table_idea,He synthesizes the discussion around the challenge of knowing what exactly to model (robust molecule vs. degradation product).
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,False,False,,nearest_prior,"She synthesizes the theme of complexity in modeling, tying it back to specific participants' earlier points."
2021NES,2021_11_04_NES_S4,Emily Carter,connects_methods,False,False,,on_table_idea,"She connects the mechanism of thermocatalysis to the challenge of CC coupling, explaining why it fails in that specific regime."
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,False,False,,on_table_idea,She helps him review the synthesized points.
2021NES,2021_11_04_NES_S4,Rob Coridan,synthesizes_contributions,False,False,,nearest_prior,He synthesizes a third major theme from their discussion regarding multiscale complexity.
2021NES,2021_11_04_NES_S4,Emily Carter,synthesizes_contributions,True,True,Rob Coridan,named_speaker,She provides a concise label for the theme Rob just described.
2021NES,2021_11_04_NES_S4,Rob Coridan,synthesizes_contributions,False,False,,on_table_idea,He continues synthesizing the challenge of bridging theory and experiment.
2021NES,2021_11_04_NES_S4,Rob Coridan,synthesizes_contributions,False,False,,nearest_prior,He synthesizes a final point about the importance of knowing which oxidation reactions to pair with the reduction.
2021NES,2021_11_04_NES_S5,Linsey Seitz,extends_existing_idea,True,True,Haotian Wang,named_speaker,Linsey builds on Haotian's idea by introducing the need to balance energy/cost of capture with the selectivity of conversion.
2021NES,2021_11_04_NES_S5,Linsey Seitz,synthesizes_contributions,False,False,,on_table_idea,She synthesizes the general expertise of the group to frame the problem.
2021NES,2021_11_04_NES_S5,Andrea Hicks,critiques_or_challenges,True,False,,nearest_prior,"Andrea challenges the premise of a shared slide, arguing that carbon metrics are more important than energy metrics."
2021NES,2021_11_04_NES_S5,Marcel Schreier,extends_existing_idea,True,False,,on_table_idea,Marcel extends the discussion by proposing the integration of DAC with industrial sites that produce waste heat.
2021NES,2021_11_04_NES_S5,Alissa Park,extends_existing_idea,True,True,Marcel Schreier,named_speaker,Alissa builds on Marcel's point by introducing renewable energy as an alternative to waste heat for DAC.
2021NES,2021_11_04_NES_S5,Xiao Su,combines_ideas,True,False,,on_table_idea,Xiao combines the concepts of capture (humidity swing) and electrocatalytic conversion.
2021NES,2021_11_04_NES_S5,Xiao Su,connects_methods,False,False,,on_table_idea,He explicitly connects the physical state of captured CO2 to the methods used in electrocatalysis.
2021NES,2021_11_04_NES_S5,Betar Gallant,raises_concern,False,False,,nearest_prior,She raises a scientific concern about the difficulty of understanding the kinetics and thermodynamics of this process.
2021NES,2021_11_04_NES_S5,Xiao Su,extends_existing_idea,True,True,Ananya Renuka Balakrishna,named_speaker,Xiao begins to extend Ananya's point about material stability to electrochemical materials.
2021NES,2021_11_04_NES_S5,Xiao Su,extends_existing_idea,True,False,,on_table_idea,Xiao builds on the previous discussion of capture materials by suggesting a shift to anodic potentials.
2021NES,2021_11_04_NES_S5,Betar Gallant,critiques_or_challenges,True,False,,nearest_prior,Betar points out the inherent difficulties and constraints introduced by integrating multiple functions into one process.
2021NES,2021_11_04_NES_S5,Betar Gallant,redirects_idea,True,False,,on_table_idea,Betar shifts the conversation from specific material designs to the broader need for standardized reporting metrics.
2021NES,2021_11_04_NES_S5,Alissa Park,redirects_idea,True,False,,on_table_idea,Alissa redirects the conversation to the logistical and economic constraints of conversion.
2021NES,2021_11_04_NES_S5,Chris Jones,raises_concern,True,False,,on_table_idea,Chris points out the added complexity of designing contactors optimized for both capture and conversion.
2021NES,2021_11_04_NES_S5,Alissa Park,extends_existing_idea,True,False,,on_table_idea,Alissa extends the discussion on siting constraints to include the transportation of the converted products.
2021NES,2021_11_04_NES_S5,Linsey Seitz,returns_to_earlier_idea,True,True,Betar Gallant,named_speaker,Linsey returns the conversation to earlier technical points raised by Betar.
2021NES,2021_11_04_NES_S5,Linsey Seitz,synthesizes_contributions,True,False,,nearest_prior,Linsey attempts to synthesize earlier comments to find new opportunities.
2021NES,2021_11_04_NES_S5,Marcel Schreier,extends_existing_idea,True,True,Betar Gallant,named_speaker,Marcel adds energy constraints to Betar's point about material intensity.
2021NES,2021_11_04_NES_S5,Chris Jones,critiques_or_challenges,True,True,Marcel Schreier,named_speaker,Chris challenges Marcel's assertion that energy is not considered a big problem.
2021NES,2021_11_04_NES_S5,Alissa Park,returns_to_earlier_idea,True,True,Linsey Seitz,named_speaker,Alissa redirects the conversation back to Linsey's initial question about end products.
2021NES,2021_11_04_NES_S5,Xiao Su,combines_ideas,True,True,Andrea Hicks,named_speaker,Xiao combines Andrea's LCA perspective with Betar's joke about making a sorbent from CO2.
2021NES,2021_11_04_NES_S5,Betar Gallant,extends_existing_idea,False,False,,on_table_idea,Builds on the prior discussion of designing bifunctional molecules for capture and conversion.
2021NES,2021_11_04_NES_S5,Linsey Seitz,extends_existing_idea,False,False,,nearest_prior,Adds a specific chemical requirement to the proposed molecule design.
2021NES,2021_11_04_NES_S5,Betar Gallant,extends_existing_idea,False,False,,nearest_prior,Suggests looking into existing literature on urea synthesis for inspiration.
2021NES,2021_11_04_NES_S5,Alissa Park,extends_existing_idea,False,False,,on_table_idea,Elaborates on her idea by explaining the logistical benefit of avoiding fans.
2021NES,2021_11_04_NES_S5,Ananya Renuka Balakrishna,raises_concern,False,False,,on_table_idea,Identifies a significant bottleneck (low efficiency) that would hinder the practical application of the idea.
2021NES,2021_11_04_NES_S5,Jimmy Jiang,raises_concern,False,False,,on_table_idea,He points out a significant drawback regarding the stability of these systems.
2021NES,2021_11_04_NES_S5,Chris Jones,critiques_or_challenges,False,False,,on_table_idea,He critiques the existing industry standard as being arbitrary rather than scientifically grounded.
2021NES,2021_11_04_NES_S5,Marcel Schreier,critiques_or_challenges,False,False,,on_table_idea,He implies that using iridium oxide for pipelines is economically unfeasible.
2021NES,2021_11_04_NES_S5,Xiao Su,extends_existing_idea,True,False,,on_table_idea,"Xiao connects the oxygen purity problem back to their earlier discussion of electrochemical conversion, suggesting ORR could be useful here."
2021NES,2021_11_04_NES_S5,Xiao Su,extends_existing_idea,True,False,,on_table_idea,Xiao further develops his idea of combining ORR with CO2 capture.
2021NES,2021_11_04_NES_S5,Xiao Su,raises_concern,False,False,,nearest_prior,He immediately identifies a potential flaw in his own idea regarding the byproducts.
2021NES,2021_11_04_NES_S5,Linsey Seitz,critiques_or_challenges,True,True,Xiao Su,named_speaker,Linsey points out a fundamental chemical engineering challenge with Xiao's proposed integrated system.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,extends_existing_idea,False,False,,on_table_idea,Building on his cement idea by proposing a specific downstream product (jet fuel).
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,combines_ideas,False,False,,on_table_idea,Explicitly linking two different industrial decarbonization challenges.
2021NES,2021_11_05_NES_S1,Alissa Park,extends_existing_idea,False,False,,on_table_idea,Building on the discussion of CO2 sources by introducing the perspective of capture technology and co-location.
2021NES,2021_11_05_NES_S1,Leo Liu,raises_concern,True,True,Alissa Park,named_speaker,Questioning the viability of the biological pathway Alissa mentioned due to scaling issues.
2021NES,2021_11_05_NES_S1,Feng Jiao,resolves_contradiction,False,False,,on_table_idea,Explaining how the process actually works (via CO) to resolve the confusion about direct conversion.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,extends_existing_idea,True,False,,on_table_idea,"Venkat builds on the previous discussion about ethylene carbonate, suggesting it as a high-value target."
2021NES,2021_11_05_NES_S1,Feng Jiao,critiques_or_challenges,True,False,,on_table_idea,Feng challenges the feasibility of making propylene carbonate.
2021NES,2021_11_05_NES_S1,Zhou Lin,critiques_or_challenges,True,True,Feng Jiao,named_speaker,Zhou begins to challenge Feng's assertion about the difficulty.
2021NES,2021_11_05_NES_S1,Leo Liu,extends_existing_idea,True,False,,on_table_idea,Leo jumps in to support the idea of making ethylene.
2021NES,2021_11_05_NES_S1,Feng Jiao,raises_concern,True,False,,on_table_idea,Feng points out a fundamental mismatch between the scale of CO2 emissions and the market size for specialty chemicals.
2021NES,2021_11_05_NES_S1,Feng Jiao,extends_existing_idea,False,False,,on_table_idea,Continues his point about the scale mismatch.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,redirects_idea,True,False,,on_table_idea,Sarbajit uses the scale problem to pivot the conversation toward a new goal: finding an 'ultimate grave' for CO2.
2021NES,2021_11_05_NES_S1,Linsey Seitz,synthesizes_contributions,False,False,,on_table_idea,Connects the current conversation to a previous session's discussion about the ultimate fate of captured CO2.
2021NES,2021_11_05_NES_S1,Michael Nippe,synthesizes_contributions,True,True,Linsey Seitz,named_speaker,Connects Linsey's point about negative emissions back to Venkat's earlier point about process CO2.
2021NES,2021_11_05_NES_S1,Michael Nippe,raises_concern,False,False,,on_table_idea,Raises an ethical/practical concern regarding concrete as a sink.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,synthesizes_contributions,False,False,,on_table_idea,Synthesizes the emerging consensus around making solid carbon/coal.
2021NES,2021_11_05_NES_S1,Michael Nippe,critiques_or_challenges,True,True,Feng Jiao,named_speaker,Challenges Feng's assertion that solid carbon inevitably blocks the electrode by providing a counter-example.
2021NES,2021_11_05_NES_S1,Michael Nippe,extends_existing_idea,False,False,,on_table_idea,Adds nuance to the discussion of removing carbon flakes.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,raises_concern,False,False,,on_table_idea,Reiterates the scale concern: high-value products don't solve the massive volume problem.
2021NES,2021_11_05_NES_S1,Linsey Seitz,raises_concern,False,False,,on_table_idea,Points out the market size limitation for high-value carbon products relative to the scale of the CO2 problem.
2021NES,2021_11_05_NES_S1,Linsey Seitz,synthesizes_contributions,False,False,,on_table_idea,Contrasts the desire for profitable products with the overarching goal of creating a massive sink.
2021NES,2021_11_05_NES_S1,Feng Jiao,raises_concern,False,False,,nearest_prior,Raises the practical concern that industry won't invest in a process that just buries money.
2021NES,2021_11_05_NES_S1,Feng Jiao,synthesizes_contributions,False,False,,nearest_prior,Reconciles the high-value product approach as a stepping stone to the larger goal.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,extends_existing_idea,True,True,Feng Jiao,named_speaker,Builds on Feng's concern about profit by suggesting government policy (carbon tax) as the economic driver.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,extends_existing_idea,True,True,Linsey Seitz,named_speaker,Builds on Linsey's idea by adding a theoretical justification (carbon is the best catalyst for itself).
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,extends_existing_idea,True,False,,on_table_idea,Venkat builds on the previous idea of electrodepositing carbon by drawing an analogy to lithium electrodeposition.
2021NES,2021_11_05_NES_S1,Leo Liu,returns_to_earlier_idea,True,False,,on_table_idea,Leo explicitly redirects the conversation back to the solid carbon idea.
2021NES,2021_11_05_NES_S1,Feng Jiao,raises_concern,False,False,,on_table_idea,Highlights the technical challenge of catalyst fouling.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,redirects_idea,True,False,,on_table_idea,Sarbajit pivots the discussion from solid carbon to other structural materials.
2021NES,2021_11_05_NES_S1,Yuanyue Liu,raises_concern,False,False,,nearest_prior,Notes the severe practical limitations of the material.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,extends_existing_idea,False,False,,nearest_prior,Connects the discussion to another participant's prior work.
2021NES,2021_11_05_NES_S1,Yuanyue Liu,raises_concern,False,False,,nearest_prior,Highlights the difficulty of moving beyond C2 products.
2021NES,2021_11_05_NES_S1,Zhou Lin,raises_concern,False,False,,nearest_prior,Validates the difficulty of detecting C3 species experimentally.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,critiques_or_challenges,True,True,Leo Liu,named_speaker,Challenges Leo's point by noting that traditional chemical methods are carbon-intensive.
2021NES,2021_11_05_NES_S1,Zhou Lin,redirects_idea,True,False,,on_table_idea,Zhou Lin suggests shifting the focus from C2 (ethene) to C3+ products to get liquid phase materials.
2021NES,2021_11_05_NES_S1,Linsey Seitz,extends_existing_idea,True,True,Feng Jiao,named_speaker,Builds on Feng's point about spectroscopy limitations and proposes adapting her nitrogen K-edge technique to carbon.
2021NES,2021_11_05_NES_S1,Linsey Seitz,critiques_or_challenges,True,True,Sarbajit Banerjee,named_speaker,"Corrects Sarbajit's suggestion, noting that ultrafast X-rays operate at the wrong energy levels for this specific application."
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,critiques_or_challenges,False,False,,on_table_idea,"Challenges the previous consensus that CC coupling is not understood, pointing to industrial examples."
2021NES,2021_11_05_NES_S1,Michael Nippe,resolves_contradiction,True,True,Venkat Viswanathan,named_speaker,"Clarifies the context of the previous statement to resolve Venkat's counterpoint, distinguishing between different types of CC coupling."
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,synthesizes_contributions,False,False,,on_table_idea,Synthesizes the distinction between C1-C2 coupling and C2-C4 coupling.
2021NES,2021_11_05_NES_S1,Michael Nippe,critiques_or_challenges,True,True,Venkat Viswanathan,named_speaker,Directly challenges Venkat's assertion that CC coupling is a solved problem in this specific context.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,resolves_contradiction,True,True,Michael Nippe,named_speaker,Agrees with Michael and clarifies that he is making a distinction between C1-C1 (hard) and other CC coupling (solved).
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,combines_ideas,False,False,,on_table_idea,Attempts to combine the computational and experimental threads discussed earlier.
2021NES,2021_11_05_NES_S1,Sen Zhang,extends_existing_idea,True,False,,nearest_prior,"Sen introduces the solvation double layer as a critical factor, extending the discussion on the microenvironment."
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,connects_methods,True,False,,on_table_idea,Sarbajit bridges the experimental discussion back to specific computational methods.
2021NES,2021_11_05_NES_S1,Yuanyue Liu,extends_existing_idea,True,False,,on_table_idea,Yuanyue connects his explanation of solvation back to the earlier discussion on cation effects.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,synthesizes_contributions,True,True,Yuanyue Liu,named_speaker,Sarbajit provides a concise summary phrase for Yuanyue's concept.
2021NES,2021_11_05_NES_S1,Zhou Lin,critiques_or_challenges,True,False,,on_table_idea,Zhou Lin critiques the current state of computational models for solvation and kinetics.
2021NES,2021_11_05_NES_S1,Zhou Lin,raises_concern,False,False,,nearest_prior,Raises a practical concern about the availability of data for training ML models.
2021NES,2021_11_05_NES_S1,Linsey Seitz,extends_existing_idea,True,True,Venkat Viswanathan,named_speaker,Extends Venkat's ML idea by applying it specifically to the bottleneck of analyzing beamline spectroscopy data.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,extends_existing_idea,True,True,Linsey Seitz,named_speaker,Builds on Linsey's point by proposing an active learning loop where AI directs the experiments in real time.
2021NES,2021_11_05_NES_S1,Linsey Seitz,extends_existing_idea,False,False,,on_table_idea,Elaborates on how the real-time AI loop would specifically optimize in situ measurements.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,synthesizes_contributions,False,False,,on_table_idea,Summarizes the overarching themes of the group's discussion.
2021NES,2021_11_05_NES_S1,Leo Liu,synthesizes_contributions,False,False,,on_table_idea,Adds another key theme to the summary.
2021NES,2021_11_05_NES_S1,Sarbajit Banerjee,synthesizes_contributions,False,False,,on_table_idea,Adds another key theme to the summary.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,synthesizes_contributions,True,True,Linsey Seitz,named_speaker,Ensures Linsey's idea is included in the final summary.
2021NES,2021_11_05_NES_S1,Leo Liu,synthesizes_contributions,False,False,,nearest_prior,Reads through the synthesized list of key discussion points.
2021NES,2021_11_05_NES_S1,Leo Liu,synthesizes_contributions,True,False,,on_table_idea,Leo summarizes the group's previous discussion about the role of machine learning.
2021NES,2021_11_05_NES_S1,Feng Jiao,raises_concern,False,False,,on_table_idea,Highlights the difficulty of scaling up.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,combines_ideas,True,True,Feng Jiao,named_speaker,Venkat combines Feng's point about complex microenvironments with his own expertise in AI and generative design.
2021NES,2021_11_05_NES_S1,Venkat Viswanathan,extends_existing_idea,False,False,,on_table_idea,Builds on the modeling idea by suggesting specific optimization outcomes.
2021NES,2021_11_05_NES_S1,Leo Liu,synthesizes_contributions,True,False,,nearest_prior,Leo concludes his structured summary of the key points discussed in his breakout room.
2021NES,2021_11_05_NES_S1,Wilson Smith,synthesizes_contributions,True,False,,on_table_idea,"Wilson provides a comprehensive summary of his breakout room's discussion, highlighting key themes and questions."
2021NES,2021_11_05_NES_S1,Wilson Smith,raises_concern,True,False,,on_table_idea,Wilson raises a significant concern about the gap between lab-scale mechanistic studies and industrial-scale realities.
2021NES,2021_11_05_NES_S1,Carlos Morales Guio,critiques_or_challenges,True,False,,nearest_prior,Carlos directly challenges the notion that mechanistic understanding might not be necessary.
2021NES,2021_11_05_NES_S1,Carlos Morales Guio,synthesizes_contributions,True,False,,on_table_idea,Carlos summarizes the key technical challenge identified by his breakout group.
2021NES,2021_11_05_NES_S1,Greeshma Gadikota,synthesizes_contributions,True,False,,nearest_prior,Greeshma provides a structured summary of the various themes her breakout group explored.
2021NES,2021_11_05_NES_S1,Kelsey Hatzell,synthesizes_contributions,True,False,,nearest_prior,"Kelsey summarizes her group's unique angle and the specific topics they covered, such as sorbents and infrastructure."
2021NES,2021_11_05_NES_S1,Katie Knowles,synthesizes_contributions,True,False,,nearest_prior,Katie begins her report-out by stating she will summarize the group's documented discussion.
