link to video,timestamp,speaker,transcript,annotations,c1,c1-vf,c1-ep,c2,c2-vf,c2-ep,c3,c3-vf,c3-ep,c4,c4-vf,c4-ep,notes1,notes2
,02:13-05:40,Claudia Herrera,"Yes, um I I have a question that we need to answer is what we what we are looking for, right? Uh so I think that we have uh these really good uh technology uh but we need to be focused exactly what we are going to uh to detect and where uh in terms of uh to be a little focus focused um because we we the the technology that that Christopher is mention is is terrific is. So if we have the possibility to have in in in in one test or in like rapid test, the possibility or one or two to detect in general different species that can be affecting a specific population in a specific area that we have uh I don't know I'm I'm talking by by by my my experience for example here in in in Louisiana that we have this climate change that we have all these new uh these uh animals uh moving from different areas. How this movement how we can surve make a surveillance trying to detect what those animals are coming or um bringing sorry, I don't know uh to an area that we we we haven't that before. I don't know if that makes sense what I'm saying. So if we have the possibility to have an work in in in an specific question uh what we have in these areas that we have uh animals that we have vectors transmitting uh not only viruses, uh we have uh transmitting parasites, transmitting uh bacteria. The question is how we can predict or how we can do a surveillance with this general question. No? Okay, we have this new, we have this parasite that we we haven't seen this before, this this genome or this strain here. How is this going to to be a risk for the other animals in the area and human. Or the bacteria or and what will be in these animals or the um as as uh mentioned or no Jenny where exactly we are going to detect. I think you you you ask about the different materials, no? Is is not the same when we are doing uh diagnostic in blood that we are doing diagnostic in in feces or you know? So what is is the also for us or in terms of surveillance to collect from animals. So so these these are things that we need to think to to to put this this this area, this area and this area, the question that we have for this specific uh animals in this area regarding the environmental changes that they are suffering what this is different south southern US uh US from northern US. So we need to think on that and to have this specific rapid test. We need that now.","[{'ask clarifying question': ""The speaker is asking what they are looking for, which is a request for clarification on the project's goals.""}, 

{'present new idea': 'The speaker introduces the idea of focusing on detecting different species affecting a specific population in a specific area, particularly in the context of climate change and animal migration.'}, 

{'expand on existing idea': 'The speaker builds on the idea of surveillance by suggesting that they consider the environmental changes and specific animals in different areas of the US to develop specific rapid tests.'}]",ask clarifying question,Agree,,present new idea,Agree,,expand on existing idea,Agree,,,,,,
https://www.dropbox.com/scl/fi/vjkybozuu7nqipvefbwmx/B4_2021_09_30_13_05_04_chunk1.mp4?rlkey=3gzd8gub3a52f05qzftiby5em&st=yq9lm470&dl=0,00:35-00:57,Flavio Frohlich,"Hey everyone, it's great to be with you all. Uh, I'm a neuroscientist and I study brain networks and methods to perturb electric activity in brain networks for the treatment of psychiatric neurological illnesses. My background is computational models, preclinical animal, electrophysiology and behavior and human clinical trials.","{'explain or define term or concept': 'The speaker is introducing himself and his research interests, which involves defining his area of expertise and the methods he uses.', 

'express enthusiasm': 'The speaker expresses enthusiasm by saying ""it\'s great to be with you all.""'}",explain or define term or concept,Not sure,this could work; only because we don't have a code for self introduction,express enthusiasm,Agree,,,,,,,,,
,01:35-02:13,Mei Shen,"Hello everyone. So I am assistant professor and Department of Chemistry as well as neuroscience program. So in my lab, uh, I am a bioanalytical chemist by training. So in my lab we are developing nanometer sized sensing probes to detect a variety of neurotransmitters such as cholinergic transmitters, glutamate and monoamine transmitters. And so far we have a collaborating project to prove glutamate neurotransmission from fruit fly neuromuscular junction. Um, yeah.","[{'explain or define term or concept': ""The speaker explains their role as an assistant professor in Chemistry and Neuroscience, and their lab's focus on developing nanometer-sized sensing probes for neurotransmitters, providing context about their expertise.""}]",explain or define term or concept,Agree,she did explain her lab's focus,,,,,,,,,,,
,06:13-07:01,Barbara Bendlin,"And again, this is completely open, so if we decide that we're not super interested in these questions or there's other things that come up, we can take the discussion in a different direction. Um, but one of the first ones is how can we effectively identify novel microbial or metabolomic species that drive gut brain communication. So the first one's about identifying um microbial or metabolomic species. The second question is does the gut microbiota metabolize modify neuroendocrine signals to induce disregulation. Uh, and the third question is can we specifically influence the secretome of different microbiota in a manner that impacts disease onset or progression.","[{'present new idea': 'The utterance introduces three probing questions for the group to discuss, including identifying microbial species, metabolizing neuroendocrine signals, and influencing the secretome of microbiota.'}]",present new idea,Agree,,,,,,,,,,,,
https://www.dropbox.com/scl/fi/pux9xkcsfwmzbap9kk8ah/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk7.mp4?rlkey=jtxuinubptpprq1zlp76e0i4m&st=6gmbawpp&dl=0,01:34-02:13,Adela Oliva Chavez,"Uh, and we know from other studies in other places that it has to do a lot with the uh biofilms in the mid gut. Uh, so that that makes me wonder if something like that happens in vertebral animals where if you have a specific microbiome in your skin, you have a different immune response and then tickborn pathogens cannot infect. Uh, maybe something like that happens in other places in our body, uh, and yeah, it's a good question. Nobody has looked at the microbiome and how that affects the establishment uh of certain pathogens.","[{'expand on existing idea': ""Adela is expanding on the idea of using microbiome data, building on Matt's earlier suggestion to consider multiomics approaches, including microbiomes, by providing examples of how microbiomes can affect pathogen establishment.""}, 

{'present new idea': ""Adela presents a new idea about the potential role of skin microbiome in vertebral animals affecting immune response and tick-borne pathogen infection, which hasn't been explicitly discussed before.""}, 

{'ask clarifying question': 'Adela poses a question about whether a similar phenomenon of microbiome affecting pathogen establishment, as seen in invertebrates, could occur in vertebral animals, seeking to explore this possibility further.'}]",expand on existing idea,Agree,,present new idea,Not sure,could be; hard for me to judge,ask clarifying question,Agree,,,,,,
,03:19-03:37,Adela Oliva Chavez,"Yeah, they are different kind of markers because the metabo the metabol uh metabolic markers uh tend to be like amino acids, hormones, things like that. In the case of immune response it would be like cytokines, like things like that, chemokines.","[{'explain or define term or concept': 'Adela is explaining the difference between metabolic markers (amino acids, hormones) and immune response markers (cytokines, chemokines) in the context of identifying markers for infection and shedding.'}]",explain or define term or concept,Agree,,,,,,,,,,,,
,03:55-04:13,Adela Oliva Chavez,"I I like the uh, I think you got mentioned a lot and I like the idea of using uh my uh artificial intelligence to get these algorithms that are more dynamic, that have more dynamic data.","[{'express agreement': 'Adela expresses agreement with the idea of using artificial intelligence to get more dynamic algorithms, which was mentioned a lot in the discussion.'}, 

{'expand on existing idea': 'Adela expands on the existing idea of using AI by suggesting that it can help create algorithms that are more dynamic and have more dynamic data.'}]",express agreement ,Agree,,expand on existing idea,Agree,,,,,,,,,
https://www.dropbox.com/scl/fi/57rhs57u86h8cvzsz75nb/B2_Zoom_Meeting_Room_2_2021_10_01_11_04_45_chunk2.mp4?rlkey=1yntk9kxs1cwbf9y3ybxoj1nx&st=i4xhb8ov&dl=0,01:29-01:54,Linda Detwiler,"All right, perfect. Okay, we still have we didn't have anybody new, right? We're all good. Okay, so this is the part where um, Mike and I just kind of throw it open. I I deal with the preon diseases. I'm not sure Mike what your specialty is. I've spent most of my career, but I've also worked on the ground with spillover events since I work for APHIS a lot in Asia with the H5N1 high path and and the zoonotic threats over there. So Mike.","[{'confirm decision': 'The speaker confirms that everyone from the group is present, ensuring that no one new has joined, which is a decision point for continuing the discussion.', 

'explain or define term or concept': 'The speaker explains her background dealing with preon diseases and spillover events, providing context for her expertise.', 

'encourage particpatioin': 'The speaker ends the utterance by addressing Mike, inviting him to contribute to the discussion.'}]",confirm decision,Disagree,i think this is really forcing the code;  maybe need to be more explicit about what is considered as a "decision",explain or define term or concept,Agree,,encourage particpatioin,Agree,,,,,i think we need to be more explicit about what is considered as a "decision" for "confirm decision" and "propose decision",
,07:03-08:10,Kezia Manlove,"Um, so Kim, I don't know if those are move are I don't think those are mutually exclusive because I think even if we're focused on the establishment phase, we're still going to have to prioritize some locations or some contexts over others. We're not going to be able to wall to wall sample in humans either at the resolution that we'd want. So I guess I don't know that it like I agree with you. I don't think they're mutually exclusive, but um, what I wonder in my mind is do we need to think about what we're trying to get out of data.","[{'expand on existing idea': ""Kezia expands on Kim's idea about predicting spillover events versus having surveillance in place, suggesting that these two approaches are not mutually exclusive and that prioritization is still needed even in the establishment phase, building on the discussion about resource allocation and data collection strategies."", 

'express agreement': ""Kezia expresses agreement with Kim's point that the two approaches are not mutually exclusive, indicating alignment with the previous speaker's perspective."", 

'present new idea': 'Kezia presents a new idea by suggesting the group needs to think about what they are trying to get out of the data, shifting the focus towards the objectives of data collection and analysis.'}]",expand on existing idea,Agree,,express agreement ,Disagree,its the other speaker that agreed (Kim) not Kezia,present new idea,Disagree,"again, its the other speaker",,,,,gemini mistakenly anontated the other speaker's behavior (but the code is correct). the error probably comes from the first step when seperating speakers and generating transcripts
,01:54-02:14,Mike Wimberly,"Uh yeah, I work more at the the macro scale in terms of satellite earth observations, environmental change monitoring, uh, you know, broad scale risk prediction and modeling. So I think we effectively span uh, span the range of scales here. So that's good.","{'explain or define term or concept': 'Mike is explaining his area of expertise, which involves working at a macro scale using satellite earth observations and environmental change monitoring, to provide context for the discussion.', 

'express agreement': ""Mike expresses agreement that his and Linda's expertise span the range of scales, indicating a positive assessment of their combined capabilities for the group's task.""}",explain or define term or concept,Agree,,express agreement ,Agree,,,,,,,,i missed the express agreement part; i would add that to my own code,
https://www.dropbox.com/scl/fi/uftcttc5gckmfus12khlk/2020_11_06_12_09_40_chunk1.mp4?rlkey=4xo47612vb5hb2gsesxv1mqkb&st=ougp1ama&dl=0,01:09-01:26,Andrew Feig,"Okay, so not everyone is back yet, but we're going to go ahead and open the rooms. Uh uh that way the transition time can go ahead and get started. If you find yourself in limbo, please come back to the main room and we'll get you assigned where you need to be. And have a great conversation. Have a great conversation. See you in the in the breakout rooms.","{'propose decision': 'Andrew proposes to open the breakout rooms to start the transition, even though not everyone is back yet.', 

'assign task': 'Andrew assigns the task of returning to the main room for reassignment to those who find themselves in limbo.'}",propose decision,Agree,,assign task,Agree,,,,,,,,,
,00:44-01:04,Richard Wiener,"Okay. We're going to be going into uh beyond CO2, Frontiers for Electrochemistry, new ideas and opportunities in carbon negative CO2 utilization, another frontiers in electrochemistry, what to do with the captured carbon and another new ideas in carbon negative CO2 utilization.","{'present new idea': ""The utterance introduces several topics for discussion, including 'beyond CO2,' 'Frontiers for Electrochemistry,' and 'new ideas and opportunities in carbon negative CO2 utilization,' which are presented as new areas of focus for the upcoming breakouts."", 

'propose decision': ""The utterance suggests the topics for the upcoming breakout sessions, effectively proposing a direction for the group's discussion.""}",present new idea,Disagree,no he is just reading what is on the slides; gemini's annotation should taken into consideration what is shared on the screen,propose decision,Agree,,,,,,,,gemini's annotation should taken into consideration what is shared on the screen,
,03:26-03:43,Jared Mason,I am Jared Mason and assistant professor in Department of Chemistry at Harvard University. Um my research group is in materials chemistry and um the research areas that are most relevant to um this meeting are in the domain of synthesizing new types of porous materials.,"{'explain or define term or concept': ""Jared Mason is explaining his research area, specifically mentioning 'synthesizing new types of porous materials' which is relevant to the meeting's focus on carbon capture and utilization, thus defining his expertise for the group.""}",explain or define term or concept,Agree,,,,,,,,,,,,
https://www.dropbox.com/scl/fi/7k9mrqvrm19vi5x0yoyt1/B5_2021_10_01_13_12_03_chunk2.mp4?rlkey=wge83bg5l5petj9tgs2fphysn&st=euxivp95&dl=0,02:46-03:51,Joyce Jose,"I think uh when you talk about um RNA viruses, I can talk about RNA viruses because um they again they don't have any proof reading the kind of viruses we work with. And then there is always the survival of the fittest and they replicate so robust that you have so many RNA molecules and making different type of viruses and the better ones evolve and then they get transmitted. So uh understanding uh uh you know, different variants appearing will be uh important for this, especially if we are talking about then uh the uh receptor recognition of viruses to like different viruses having mutations occurring like now you everyone knows about SARS virus but it has been happening for flavi viruses and other viruses too. Uh and then they adapt to new um new cell types and they spread. For example, we talk about chicken gunya having a single mutation uh able to adapt to new mosquito species and uh just single amino acid mutation can do that. So um yeah, that's that's my two cents.","{'expand on existing idea': 'The speaker expands on the previous discussion about viral and bacterial adaptability by focusing on RNA viruses and their high mutation rates due to lack of proofreading, building on the topic of viral evolution introduced by previous speakers.', 

'provide supporting evidence': 'The speaker provides supporting evidence by mentioning the example of the chikungunya virus adapting to new mosquito species with a single mutation, supporting the idea that even small genetic changes can have significant effects on host range and transmission.', 

'explain or define term or concept': 'The speaker explains the concept of RNA viruses lacking proofreading mechanisms, which leads to high mutation rates and rapid evolution, clarifying a key aspect of their adaptability.', 

'acknowledge contribution': ""The speaker ends the turn by saying 'that's my two cents', which acknowledges their contribution to the discussion.""}",expand on existing idea,Agree,,provide supporting evidence,Agree,,explain or define term or concept,Agree,,acknowledge contribution,Not sure,more a problem of the codebook; should we only focusing on acknowledging other's contributions?,,
,02:19-02:46,Kristin Koutmou,"So I'm interested in similar questions but in a little bit broader of um a context just asking more in general what makes different either viruses or bacteria more malleable, right? Because if they're more malleable, more prone to mutation presumably, they're more likely to be able to infect a different variety or or category of species. I don't know.","{'expand on existing idea': ""Kristin builds on Cheryl's interest in genetic variants that make strains successful in different hosts by broadening the context to what makes viruses or bacteria more malleable."", 

'present new idea': ""Kristin introduces the idea of 'malleability' as a factor influencing a virus's or bacteria's ability to infect different species, which is a new concept not explicitly mentioned before."", 

'provide supporting evidence': 'Kristin provides a logical reasoning to strengthen her idea by stating that if viruses or bacteria are more malleable and prone to mutation, they are more likely to infect different species.'}",expand on existing idea,Agree,,present new idea,Agree,,provide supporting evidence,Agree,,,,,,
,00:35-02:19,Cheryl Andam,"So, uh coming from a background in uh microbial evolution, I would be very interested in um oh okay, let's back I'll I'll back up a little bit. Um so there are some uh strains and lineages within a single a species of a pathogen. So let's just I'll I'll just talk about bacteria. Sing um different lineages and strains of bacterial species that can are more successful in colonizing different range of hosts. So some would be, you know, more host restricted, some would have broad host range, but all of these within a single species. So I would be very interested in to find out more about what are the um uh different um genetic variants that make these different strains, different lineages more successful in certain host species. And I was thinking from the point of view of, you know, looking at positive selection um on each of those different host species. Um and it may be um the presence of certain mutations or the presence of certain accessory genes um that make them more successful in colonizing certain host species and switching to a new host species. So if we uh so DNS looking at positive um negative selection.","{'present new idea': 'The speaker introduces the idea of investigating genetic variants that contribute to the success of different bacterial strains in colonizing various hosts, which is a novel research direction within the conversation.', 

'explain or define term or concept': 'The speaker explains the concept of different bacterial strains and lineages within a single species of a pathogen, clarifying the context for the subsequent discussion.', 

'expand on existing idea': 'The speaker expands on the initial idea by suggesting specific approaches like looking at positive and negative selection to identify genetic variants responsible for host colonization success, building upon the initial research direction.'}",present new idea,Agree,,explain or define term or concept,Agree,,expand on existing idea,Agree,,,,,,
https://www.dropbox.com/scl/fi/ee60axc95v3rt890yofhe/bot1_2021_06_10_12_34_46_chunk5.mp4?rlkey=trczmvv57ixd8pxi2fquf6bbw&st=gxz2uoau&dl=0,02:35-03:05,Niki Parenteau,"No, I think it's great. And again bringing in that exoplanet perspective and and also it it I think as Vicky said earlier, um helping for this group in particular to understand what type of data is going to be available out there. You know, how are we going to be observationally constrained. Um I think that we would like a richness of data but we're going to have to deal with limited data and how do we use that to our advantage again to focus our search for life. Um so those are so great points um that you're bringing up. Um","[{'express agreement': ""Niki expresses agreement with Smadar's points about temperature and tidal effects, building on the discussion of habitability factors beyond oxygen and liquid water."", 

'acknowledge contribution': ""Niki acknowledges Smadar's exoplanet perspective and its relevance to understanding observational constraints and data limitations in the search for life, recognizing her input to the discussion.""}]",express agreement ,Agree,,acknowledge contribution,Agree,,,,,,,,,
,00:00-00:48,Erik Sperling,"to to forest fires, the fire triangle and oxygen um fuel and temperature being the important things uh in controlling large uh kind of habitability. Uh and I think in our field we've just really focused on the on the oxygen one, it's been kind of the holy grail of precambrian geology for so long and we we haven't really focused on on these other things that are critically important for organisms. And so um I don't know how to how to put them into to detection elsewhere. Um maybe I mean phosphorus I imagine is is difficult to track. Uh temperature potentially a little um a little little better easier to track. Um","{'expand on existing idea': 'Erik expands on the previous discussion about factors controlling habitability, drawing an analogy to the fire triangle to highlight the importance of fuel and temperature in addition to oxygen.', 

'offer constructive criticism': ""Erik critiques the field's overemphasis on oxygen, suggesting that other factors like fuel and temperature are also critically important for organisms and should receive more attention."", 

'present new idea': ""Erik presents the idea of considering fuel and temperature, in addition to oxygen, as key factors controlling habitability and the evolution of complex ecosystems, which is a shift from the field's traditional focus.""}",expand on existing idea,Not sure,no prior contexts to judge,offer constructive criticism,Agree,,present new idea,Agree,,,,,should we clarify that "offer criticism" is only towards other group members?,
,03:28-04:04,SMADAR NAO,"Uh, that's a good question. So it really depends. I think that if there are if there are tides and tidal heating, it can happen actually pretty quickly or very slowly. So it can happen it depends it depends first on our our our uncertainty of exactly how tides work. It also depends what is forcing the the migration, right? So if I'm moving a system from uh two orders of magnitude in semi major axis, like we're thinking that how Jupiters are moving around to become hot Jupiters, imagine that Jupiter has a moon with it, the entire system is moving and changing the energy by two orders of magnitude.","[{'explain or define term or concept': 'The speaker is explaining the factors that influence the timescale of tidal heating, including the uncertainty in how tides work and the forces driving migration, in response to a question about heat sources from stars or tidal relationships.'}]",explain or define term or concept,Agree,,,,,,,,,,,,
https://www.dropbox.com/scl/fi/uukz4a9tgj7cd7ulo551q/bot1_2021_06_10_12_34_46_chunk6.mp4?rlkey=qqmcru8ueq7a3xo593z340lmb&st=1ljpr2vm&dl=0,00:00-00:23,"Niki Parenteau, NASA Ames","are you familiar with like different um astrochemistry studies, you know, like how to kind of poke at that like how universal are these compounds that are that are synthesized on different parent bodies? Are they very similar throughout our galaxy or are all these different different planetary bodies receiving that same those same um types or characterization character of building blocks.","{'ask clarifying question': 'Niki is asking Jay if he is familiar with astrochemistry studies, seeking to understand the universality of compounds synthesized on different parent bodies, building on the previous discussion about the elemental composition of planets and the potential for extrasolar comets to deliver building blocks from other stars.', 

'encourage particpatioin': 'Niki is encouraging Jay to participate in the discussion, given his expertise with prebiotic peptides, following up on the question about the universality of compounds synthesized on different parent bodies.'}",ask clarifying question,Agree,,encourage particpatioin,Agree,,,,,,,,,
,05:19-05:35,Noah Planavsky(Yale),I I think there's a I think that trying to better understand mechanistically what's happening to nutrient cycling on ocean worlds is a is a really it's a obvious obvious question that could use people with a wide range of of different takes and backgrounds.,"{'propose decision': {'Explanation': 'Noah suggests that better understanding nutrient cycling on ocean worlds is an important question, which is a concrete suggestion for the group to consider.'}}",propose decision,Agree,,,,,,,,,,,guess i would add "propose decision" too,
,04:27-05:08,"Niki Parenteau, NASA Ames","Yeah, thanks for kind of driving home the point on our the the limitation of our analytical capabilities and emphasizing the importance for sample return. So um we have Benu and then there's also Mars sample return and hopefully we see the completion of of that as well. Um just to kind of push so you guys have have covered a lot of ground um thinking a lot about um elemental requirements, habitability, delivery of these prebiotic compounds. Um maybe start to think about like what what are some projects that you might propose that are relevant to life detection. It could be relevant to Mars, could be relevant to ocean worlds, uh could be relevant to exoplanets.","[{'acknowledge contribution': {'Explanation': ""The speaker acknowledges Jay's contribution about the limitations of analytical capabilities and the importance of sample return, which was discussed in the previous turn.""}}, 

{'propose decision': {'Explanation': 'The speaker proposes that the group start thinking about potential projects related to life detection on Mars, ocean worlds, or exoplanets, shifting the conversation towards potential research proposals.'}}]",acknowledge contribution,Agree,,propose decision,Agree,,,,,,,,,
https://www.dropbox.com/scl/fi/fvha383wgax59t2pm9l40/bot4_2021_06_11_10_58_21_chunk1.mp4?rlkey=uiqrdx7vinpkfvi3g2kkt0h2n&st=j5ajadk6&dl=0,02:23-02:47,Stephanie Olson,"Hi. Um, I'm Stephanie Olson and I'm an assistant professor in Earth, atmospheric and planetary science at Purdue University. Um, I'm interested in the coevolution of life and environment here on Earth and how that informs planetary habitability um and exoplanet biosignatures.","[{'explain or define term or concept': 'Stephanie is introducing herself and her research interests, which involves explaining her field of study to the group.'}]",explain or define term or concept,Agree,,,,,,,,,,,,
,04:25-04:53,Liming Li,"Okay, thank you. Uh, I'm Liming from the physics department and University of Houston. Uh, my research is planetary atmospheres. Basically, I use data from different missions to study the atmosphere uh systems on planets and moons. Uh, in recent years, I focus on two missions. One is Julo, the other is Cassini to study the Jupiter and Saturn.","{'explain or define term or concept': 'The speaker is explaining their research area, which is planetary atmospheres, to provide context for the discussion.', 

'acknowledge contribution': 'The speaker is acknowledging the previous speaker before introducing themselves.'}",explain or define term or concept,Agree,,acknowledge contribution,Agree,,,,,,,,,
,03:13-03:43,Bradford James Foley,"I'm Brad Foley. I'm assistant professor at Penn State in the Geosciences department. I'm a geophysicist. I'm interested in mantle convection on Earth and other planets. Um, what causes plate tectonics on Earth and why it's absent on our planets and what the likelihood of plate tectonics being on exoplanets are and I'm also interested in how um ex rocky exoplanets evolve over time and how that interior evolution couples to the atmosphere and climate through volatile cycling.","[{'explain or define term or concept': 'Brad is introducing himself and his research interests, which includes defining his area of expertise as mantle convection on Earth and other planets, plate tectonics, and rocky exoplanet evolution.'}]",explain or define term or concept,Agree,,,,,,,,,,,,
https://www.dropbox.com/scl/fi/b8j405psi9hdi0iddwmfz/bot4_2021_06_11_10_58_21_chunk4.mp4?rlkey=3l4j6gywtpoirupl4c49t66bo&st=5q07cmvy&dl=0,04:04-04:50,Lisa Kaltenegger (she/her),"I think one other things to throw in before is uh exactly similar to what he was saying, if we have such an overturn on the bottom, the key thing the key worry that people have with deep oceans is how they circulate and how they actually get new chemistry. But if you have such an overturn event, you would actually be able to start mixing these areas and you would bring new chemistry in. And so that would be uh very interesting, you know, would it be spotwise as you said like everything is like Hawaii, I think I saw on the chat. But uh or would it actually be enough to actually would it be localized for life or not? I think nobody nobody that I know have thought about this uh at all and I think it's a very interesting question um what could happen when you turn up the energy.","{'expand on existing idea': 'Lisa builds on the discussion about water worlds and deep oceans, adding the idea that overturn events could mix the ocean and bring new chemistry, addressing concerns about circulation in deep oceans.', 

'present new idea': ""Lisa introduces the novel idea of considering the impact of overturn events on the chemistry and potential for life in deep oceans, suggesting that these events could mix the ocean and bring new chemistry, which hasn't been considered before."", 

'ask clarifying question': 'Lisa poses a question about whether the overturn events would be spotwise or localized for life, seeking to understand the potential impact of these events on the distribution of life.', 

'express enthusiasm': 'Lisa expresses enthusiasm by stating that the question of what could happen when you turn up the energy is a very interesting question.'}",expand on existing idea,Agree,,present new idea,Agree,hard to judge honestly,ask clarifying question,Agree,,express enthusiasm,Agree,,,
,00:00-00:35,Christopher Hamilton (University of Arizona),"this this world and I'm assuming that these ocean worlds with deep oceans are are more super earth than necessarily earthlike. So they have a lot of heat and you might be moving it towards the surface and potentially if you're not generating partial melt, you you you could get a stagnant lid. But but is that stable? Or or are you potentially uh moving heat through the interior and and and sort of setting the stage for a major overturning event. Um so that you might not have C4 spreading in the way that we have it now, but you're building up uh this heat that can't get out effectively. You're building up a convective lid and and that heat which is still being produced in the interior might end up just elevating to the point that you you have a catastrophic overturning event underneath the ocean which would has some pretty profound ramifications for uh any life that happened to be clinging on and in that stagnant lid before the the overturn event.","[{'expand on existing idea': 'Building on the discussion about water worlds and their potential for volcanism and tectonics, Christopher expands on the idea of stagnant lids, suggesting that super-Earth ocean worlds might experience major overturning events due to heat buildup, which would have implications for life.'}, 

{'present new idea': 'Christopher introduces the idea of catastrophic overturning events in super-Earth ocean worlds as a potential consequence of heat buildup under a stagnant lid, which could have significant ramifications for any life present.'}]",expand on existing idea,Agree,,present new idea,Agree,,,,,,,,,
,02:32-03:48,Dimitar Sasselov,"Stephanie, there is a interesting kind of addition to what uh kind of in in uh uh emphasizing what you're saying um in the chat. So I want to make sure that because when um you probably didn't have time to see it, but it started with Laura pointing out that there is a paper that discussed some of these issues. I would have to say that I heard some of your ideas which go beyond what is in this paper and find it very interesting. And uh I agree that hotspot type volcanics particularly in a not so deep uh water layer will be should be uh there. But I was wondering continuing on on what Chris was saying and I actually Christopher I'll give you the in a moment the words on that is uh whether we can have events which are indeed overturn events like the deon traps or things where uh on the bottom of that ocean you will have such big um overturn events that they will change the chemistry of the entire ocean despite this very large volume.","[{'acknowledge contribution': ""Dimitar acknowledges Stephanie's contribution by mentioning that he is emphasizing what she is saying and that Laura pointed out a paper that discussed some of these issues in the chat.""}, 

{'expand on existing idea': ""Dimitar builds on Stephanie's and Chris's ideas about water worlds by wondering whether there can be overturn events that change the chemistry of the entire ocean despite its large volume.""}, 

{'express agreement': 'Dimitar expresses agreement with the idea that hotspot type volcanics should be present in a not so deep water layer.'}]",acknowledge contribution,Agree,,expand on existing idea,Agree,,express agreement ,Agree,,,,,,
https://www.dropbox.com/scl/fi/yt04wddrhc90mvlvw2sul/bot3p2_Room_3_Zoom_Meeting_2021_06_11_10_59_57_chunk8.mp4?rlkey=ntmr34z6yhfy5u25kuap2kq7m&st=l49yg2qb&dl=0,02:03-03:53,Jennifer Glass,"Yes, I was just madly working on that. So, um, I think we kind of have we've had discussions about a few major topics. Um, when I don't know if I can actually I could share my screen I guess, but um, well you can also see what I'm doing if you go into the spreadsheet but what um, when did life uh when did Earth develop a robust and detectable biosphere was kind of the question that Tim originally posed. Um, and where did life proliferate I said, um, uh we talked about wet dry cycles, um, and other places that they can occur besides the planetary surface like in the subsurface and ices. We talked um about gradients on tidally locked planets. Uh, and oops. Um, we talked oops, I just keep getting moved to another thing here. Oh, wait. Sorry. Okay, and then we talked what were the major external events that limited um, uh life's uh robustness I guess or or uh life's uh distribution. How how should we say that? And may constrain the timing of life. There was debate about the late heavy bombardment and was there even such a thing? Um, I'd love to hear though some other people kind of summarize their main points because I might be being biased here.","[{'acknowledge contribution': {'Explanation': 'The initial ""Yes"" acknowledges Tim\'s request for a summary of the discussion.'}}, 

{'explain or define term or concept': {'Explanation': ""Jennifer is summarizing the topics that were discussed, including the initial question posed by Tim about when Earth developed a robust and detectable biosphere, wet dry cycles, gradients on tidally locked planets, and major external events that limited life's robustness.""}}, 

{'encourage particpatioin': {'Explanation': 'Jennifer encourages others to summarize their main points, acknowledging her potential bias.'}}]",acknowledge contribution,Agree,,explain or define term or concept,Disagree,but i think its because we don't have a code for "summarize",encourage particpatioin,Agree,,,,,,
,04:13-04:13,Meredith MacGregor,"I mean like there was a really interesting discussion there about, you know, like is there an optimal star to like that would be an exoplanet host with life on it, right? Because because Keith talked about the ages and the fact that earlier type stars don't live for very long so that's bad and M stars live forever but their planets are tightly locked and they have flares and so like can we define some like this is the perfect star we should only look around this kind of star and find life around it.","{'expand on existing idea': 'Meredith is expanding on the discussion about the conditions for life on exoplanets, specifically focusing on the type of star that would be optimal for hosting life, building on the previous discussion about M stars, tidal locking, and stellar flares.', 

'propose decision': 'Meredith proposes the idea of defining a ""perfect star"" to focus the search for life on exoplanets, suggesting a concrete choice for the group to consider when looking for life.', 

'express enthusiasm': 'Meredith expresses enthusiasm by describing the discussion as ""really interesting"" and framing the question of an optimal star as a worthwhile pursuit.'}",expand on existing idea,Agree,,propose decision,Not sure,timestamp is wrong,express enthusiasm,Not sure,timestamp is wrong,,,,,
,00:00-00:57,Shannon Mackenzie,"if you're talking about techno signatures then I'm gonna let Tim speak. But if you're talk if you're talking about like kind of the in between, I recently led a mission concept study uh designing um search for life missions at Enceladus and we were looking for um the chemical signatures like you said because those are so well motivated by the Cassini data like there are complex organics in in the plume of Enceladus. The question is what are they? So looking for amino acids and lipids, um looking for uh something that could serve the role as DNA with something like a nanopore sequencer and looking for cell morphologies but also something um in conjunction with that maybe fluorescence or motility. Those were kind of the strategies that we employed but there are many more one could consider.","[{'explain or define term or concept': 'The speaker is implicitly defining what they mean by ""in between"" signatures, contrasting them with techno signatures, by describing chemical signatures and other indicators of life they were searching for in a mission concept study.', 

'provide supporting evidence': 'The speaker mentions that the search for chemical signatures is well-motivated by Cassini data, providing evidence for the relevance of their approach.'}]",explain or define term or concept,Agree,,provide supporting evidence,Agree,,,,,,,,add "explain or define",
